date,close,high,low,open,volume
2013/3/14,2534.273,2546.699,2514.463,2517.745,4760575600
2013/3/15,2539.873,2600.091,2504.458,2533.722,8137218500
2013/3/18,2502.493,2544.619,2499.828,2526.077,5981277800
2013/3/19,2525.097,2532.07,2491.854,2507.396,5453647600
2013/3/20,2610.174,2610.174,2526.83,2526.968,9070062200
2013/3/21,2614.988,2626.538,2598.509,2611.58,6955275600
2013/3/22,2618.308,2625.531,2603.344,2612.256,5564714100
2013/3/25,2613.097,2641.609,2607.613,2628.407,5626140200
2013/3/26,2575.05,2607.357,2554.974,2601.964,6396296100
2013/3/27,2583.53,2611.939,2566.345,2575.726,5690651700
2013/3/28,2499.302,2535.988,2495.083,2535.988,8757840500
2013/3/29,2495.083,2509.109,2482.488,2502.782,5240213700
2013/4/1,2493.187,2507.825,2483.732,2486.428,4734602200
2013/4/2,2486.391,2524.463,2475,2495.843,5568415200
2013/4/3,2483.547,2507.143,2474.927,2493.877,4556422100
2013/4/8,2472.299,2473.309,2429.5,2443.24,5329677200
2013/4/9,2489.43,2505.294,2477.29,2477.29,5238982400
2013/4/10,2485.309,2495.572,2466.19,2487.984,4750491300
2013/4/11,2477.876,2508.593,2476.396,2502.5,4298995800
2013/4/12,2462.112,2489.118,2460.182,2476.322,3991727800
2013/4/15,2436.818,2461.668,2430.149,2453.967,4653973400
2013/4/16,2459.592,2461.046,2416.617,2419.508,5528061300
2013/4/17,2458.473,2465.202,2437.345,2457.881,4469216400
2013/4/18,2464.851,2478.413,2434.73,2440.707,4286070700
2013/4/19,2533.827,2542.453,2469.323,2469.951,7552087600
2013/4/22,2530.67,2539.046,2518.257,2525.113,6251188300
2013/4/23,2449.471,2532.201,2448.2,2532.201,6065398200
2013/4/24,2495.579,2511.202,2446.587,2452.781,6305091600
2013/4/25,2467.875,2505.482,2456.566,2486.857,6055792700
2013/4/26,2447.306,2488.585,2439.796,2477.724,4712337800
2013/5/2,2449.639,2453.749,2423.077,2434.603,4701608800
2013/5/3,2492.912,2521.119,2457.543,2457.543,6233009100
2013/5/6,2525.983,2533.855,2500.455,2502.978,6041878000
2013/5/7,2529.938,2539.298,2507.756,2519.364,5449064300
2013/5/8,2542.798,2562.007,2531.251,2542.266,5955429400
2013/5/9,2527.794,2543.305,2507.792,2542.374,6024014500
2013/5/10,2540.836,2546.975,2515.158,2519.517,4881672800
2013/5/13,2530.768,2547.602,2516.728,2542.412,5409214700
2013/5/14,2493.338,2526.145,2479.872,2525.998,5488006400
2013/5/15,2506.925,2507.43,2491.927,2493.968,4418966000
2013/5/16,2552.709,2553.058,2487.763,2501.117,7079618200
2013/5/17,2592.048,2598.706,2547.776,2550.452,8185080100
2013/5/20,2609.607,2627.616,2590.053,2597.151,8633780300
2013/5/21,2614.853,2617.4,2594.249,2607.393,7150599400
2013/5/22,2618.034,2630.068,2603.75,2613.411,7419181700
2013/5/23,2582.849,2624.076,2579.347,2604.93,8482537000
2013/5/24,2597.228,2608.35,2572.884,2591.419,6073966900
2013/5/27,2599.587,2611.972,2589.739,2593.522,6419508000
2013/5/28,2644.359,2644.359,2585.901,2600.632,8419611200
2013/5/29,2642.561,2661.229,2640.881,2648.927,7927770900
2013/5/30,2634.323,2647.443,2623.581,2633.955,7014636800
2013/5/31,2606.426,2645.565,2604.746,2638.71,6252853300
2013/6/3,2602.623,2625.936,2596.051,2605.969,5977446800
2013/6/4,2565.666,2600.499,2556.056,2600.499,6631575000
2013/6/5,2560.539,2570.027,2545.19,2565.329,4563719300
2013/6/6,2527.845,2557.678,2525.306,2552.817,5249652900
2013/6/7,2484.16,2538.891,2475.687,2526.913,6103089400
2013/6/13,2399.937,2448.717,2375.204,2448.717,6973006600
2013/6/14,2416.771,2420.356,2396.487,2404.423,5596453400
2013/6/17,2403.839,2427.532,2394.385,2422.762,5039571100
2013/6/18,2418.745,2424.202,2393.321,2413.088,4863037900
2013/6/19,2400.765,2408.28,2366.346,2408.28,5434626000
2013/6/20,2321.466,2386.104,2320.226,2386.104,5520102000
2013/6/21,2317.394,2332.842,2269.565,2283.151,5870579800
2013/6/24,2171.21,2308.069,2164.325,2308.069,8659725900
2013/6/25,2165.421,2169.211,2023.171,2146.053,10755488200
2013/6/26,2168.297,2181.021,2131.86,2170.326,7925642600
2013/6/27,2160.735,2200.213,2153.175,2172.848,7540675300
2013/6/28,2200.639,2227.461,2139.372,2149.03,7945132700
2013/7/1,2213.317,2213.965,2166.353,2187.092,5772622700
2013/7/2,2221.984,2226.113,2191.801,2211.803,6183885000
2013/7/3,2203.828,2211.044,2169.137,2211.044,6583602200
2013/7/4,2221.979,2245.908,2176.08,2187.181,7258114500
2013/7/5,2226.849,2252.033,2225.047,2227.35,6182177500
2013/7/8,2163.619,2205.214,2162.189,2194.423,5478249300
2013/7/9,2162.669,2174.786,2149.787,2160.699,4149443300
2013/7/10,2224.065,2224.135,2157.468,2163.098,6114978100
2013/7/11,2326.688,2351.223,2232.157,2232.157,12579319200
2013/7/12,2275.373,2331.986,2274.073,2319.023,8973308200
2013/7/15,2307.297,2336.04,2274.673,2289.762,7475788400
2013/7/16,2317.848,2317.848,2281.942,2300.83,6562415700
2013/7/17,2282.836,2326.925,2281.609,2311.443,6765524800
2013/7/18,2245.328,2282.435,2241.93,2272.947,5714429200
2013/7/19,2190.478,2257.916,2188.752,2248.133,7053528200
2013/7/22,2202.189,2203.058,2159.813,2170.089,5328349500
2013/7/23,2265.845,2276.742,2206.756,2211.587,7480973100
2013/7/24,2249.151,2265.578,2217.192,2253.376,6959230700
2013/7/25,2237.683,2268.839,2227.853,2255.223,6577431600
2013/7/26,2224.008,2238.42,2209.806,2226.429,4894109800
2013/7/29,2175.97,2205.083,2169.017,2205.083,5460092500
2013/7/30,2189.388,2221.589,2162.979,2184.007,5519362300
2013/7/31,2193.021,2235.384,2187.21,2211.75,4832705500
2013/8/1,2245.364,2245.56,2200.626,2206.004,6260399700
2013/8/2,2247.263,2274.71,2244.252,2263.495,6089089300
2013/8/5,2278.329,2278.329,2243.22,2249.976,5534215100
2013/8/6,2293.641,2302.484,2256.715,2270.672,7374689500
2013/8/7,2280.623,2313.879,2276.862,2292.379,7304869500
2013/8/8,2276.782,2297.628,2267.073,2277.253,5309843000
2013/8/9,2286.01,2301.59,2258.334,2288.51,6460001700
2013/8/12,2352.794,2352.89,2293.176,2296.22,9786321600
2013/8/13,2359.068,2360.827,2340.733,2352.883,7839363600
2013/8/14,2349.08,2386.599,2340.833,2362.619,7594212800
2013/8/15,2321.576,2362.089,2319.784,2348.839,6195185300
2013/8/16,2304.144,2423.081,2295.023,2314.261,12036956300
2013/8/19,2331.43,2340.194,2284.077,2286.203,7248322400
2013/8/20,2312.465,2353.409,2303.666,2325.862,7308634500
2013/8/21,2308.589,2321.642,2291.053,2320.584,5500738400
2013/8/22,2303.932,2329.143,2297.016,2302.668,5533810400
2013/8/23,2286.929,2321.037,2251.92,2314.866,6896713300
2013/8/26,2335.616,2336.381,2288.496,2294.759,7037104300
2013/8/27,2340.881,2345.105,2322.461,2332.8,6599033300
2013/8/28,2328.056,2345.358,2307.043,2326.096,8925617400
2013/8/29,2318.311,2342.32,2308.145,2338.564,6608541500
2013/8/30,2313.91,2334.413,2303.609,2315.913,8765451500
2013/9/2,2320.344,2329.867,2297.449,2319.957,7951024900
2013/9/3,2354.502,2354.856,2321.304,2326.231,8055400500
2013/9/4,2350.699,2360.663,2345.437,2352.537,7872576300
2013/9/5,2341.735,2351.218,2336.754,2350.927,6295138300
2013/9/6,2357.782,2361.178,2335.932,2336.767,7334011600
2013/9/9,2440.609,2449.249,2372.686,2374.26,14988964000
2013/9/10,2474.894,2475.195,2435.826,2446.454,15485599200
2013/9/11,2482.889,2504.469,2471.624,2483.791,16691497400
2013/9/12,2507.455,2527.383,2469.718,2480.468,14517317500
2013/9/13,2488.902,2515.781,2481.454,2502.54,11077504900
2013/9/16,2478.39,2503.694,2467.129,2501.077,10538328200
2013/9/17,2427.322,2481.71,2426.462,2480.81,9945998200
2013/9/18,2432.51,2439.626,2407.243,2426.04,7104075900
2013/9/23,2472.288,2473.163,2439.993,2441.516,8012835200
2013/9/24,2443.885,2470.746,2420.085,2470.715,9785301300
2013/9/25,2429.03,2455.037,2423.276,2440.835,9051841800
2013/9/26,2384.443,2422.631,2382.535,2422.631,8623677000
2013/9/27,2394.971,2402.196,2379.856,2382.218,6597150800
2013/9/30,2409.037,2415.075,2397.22,2406.205,5951399200
2013/10/8,2441.811,2446.703,2392.572,2406.415,8478550600
2013/10/9,2453.583,2453.746,2424.769,2432.94,7627764500
2013/10/10,2429.317,2455.979,2422.017,2455.64,9032970600
2013/10/11,2468.508,2471.165,2439.634,2442.364,9338826100
2013/10/14,2472.542,2483.131,2462.551,2472.267,10008130100
2013/10/15,2467.517,2479.134,2449.416,2475.324,8917349600
2013/10/16,2421.371,2459.077,2409.718,2459.077,8897983400
2013/10/17,2413.33,2440.919,2407.777,2432.645,7122247400
2013/10/18,2426.054,2435.712,2410.599,2415.118,6029163000
2013/10/21,2471.322,2472.785,2423.562,2431.915,8490979500
2013/10/22,2445.891,2470.255,2439.859,2470.255,9070302900
2013/10/23,2418.491,2474.372,2412.483,2451.556,9154535500
2013/10/24,2400.511,2422.943,2395.474,2412.235,6456082100
2013/10/25,2368.559,2413.332,2353.993,2400.517,7707018200
2013/10/28,2365.954,2377.249,2351.862,2372.571,6287615200
2013/10/29,2372.053,2408.616,2327.904,2369.216,10673783300
2013/10/30,2407.471,2407.851,2365.506,2371.853,9217812600
2013/10/31,2373.718,2398.395,2370.226,2398.395,8273696400
2013/11/1,2384.96,2395.005,2365.146,2373.962,6305576200
2013/11/4,2380.454,2404.896,2376.355,2397.21,5179846100
2013/11/5,2383.769,2385.688,2343.801,2366.884,6208448800
2013/11/6,2353.568,2383.54,2352.787,2371.324,6377666300
2013/11/7,2340.552,2356.672,2328.253,2351.871,5482174700
2013/11/8,2307.945,2342.672,2306.041,2329.084,5378850800
2013/11/11,2315.889,2325.228,2295.003,2305.94,4573945700
2013/11/12,2340,2342.529,2316.603,2319.362,5268754500
2013/11/13,2288.116,2325.563,2287.547,2325.36,5984883100
2013/11/14,2304.501,2305.696,2279.006,2291.269,5731035600
2013/11/15,2350.734,2377.211,2306.549,2306.549,8639177100
2013/11/18,2428.903,2429.566,2361.038,2367.883,11003463300
2013/11/19,2412.163,2427.928,2405.076,2427.928,7864829600
2013/11/20,2424.85,2435.427,2406.417,2428.767,7229180100
2013/11/21,2409.989,2415.383,2382.878,2412.451,8770667700
2013/11/22,2397.962,2418.999,2393.581,2415.29,7500067500
2013/11/25,2388.629,2418.853,2380.689,2385.784,6614473400
2013/11/26,2387.416,2399.022,2380.412,2387.826,5918586400
2013/11/27,2414.481,2422.806,2383.78,2386.362,7529408800
2013/11/28,2439.53,2460.556,2417.235,2419.15,9066040600
2013/11/29,2438.944,2446.395,2432.387,2442.676,6180374600
2013/12/2,2418.788,2464.863,2397.007,2423.969,11965512300
2013/12/3,2442.784,2448.333,2406.663,2410.693,7445575200
2013/12/4,2475.135,2486.64,2434.694,2439.824,10265023500
2013/12/5,2468.197,2481.747,2460.576,2476.453,7770893200
2013/12/6,2452.287,2470.813,2445.623,2463.043,6611408900
2013/12/9,2450.872,2468.948,2445.94,2460.028,5716488400
2013/12/10,2453.322,2466.66,2444.526,2456.23,6694142400
2013/12/11,2412.763,2440.503,2400.742,2440.503,6807514400
2013/12/12,2410.015,2423.309,2402.769,2406.766,5014771900
2013/12/13,2406.639,2416.26,2386.246,2388.659,5150119600
2013/12/16,2367.923,2412.734,2367.43,2408.678,6458167400
2013/12/17,2356.376,2373.286,2351.183,2369.255,4848389100
2013/12/18,2357.226,2368.583,2350.451,2356.703,4001520700
2013/12/19,2332.41,2370.991,2331.194,2366.205,4809568000
2013/12/20,2278.136,2338.875,2278.096,2335.052,6520420700
2013/12/23,2284.602,2295.765,2259.575,2283.8,4558028500
2013/12/24,2288.248,2312.832,2270.245,2291.125,4559916800
2013/12/25,2305.11,2305.609,2281.6,2291.748,4400532600
2013/12/26,2265.334,2301.493,2263.922,2299.972,5149756300
2013/12/27,2303.478,2315.182,2264.386,2268.535,5338915700
2013/12/30,2299.458,2316.621,2295.641,2313.38,4841430800
2013/12/31,2330.026,2333.074,2287.117,2289.01,5663107000
2014/1/2,2321.978,2325.991,2310.653,2323.433,4519429100
2014/1/3,2290.779,2314.836,2280.887,2311.968,5978264500
2014/1/6,2238.637,2286.371,2229.334,2286.371,6630040300
2014/1/7,2238.001,2246.791,2218.647,2222.306,4375310300
2014/1/8,2241.911,2262.584,2228.418,2240.635,5134885400
2014/1/9,2222.221,2258.894,2220.802,2236.967,5598704100
2014/1/10,2204.851,2224.494,2200.215,2216.521,5416929300
2014/1/13,2193.679,2222.072,2183.597,2206.996,5012277200
2014/1/14,2212.846,2214.124,2179.908,2192.844,5404994700
2014/1/15,2208.941,2215.903,2193.802,2210.024,4896239500
2014/1/16,2211.844,2227.262,2201.56,2209.448,5229890200
2014/1/17,2178.488,2205.972,2175.876,2203.821,5027315500
2014/1/20,2165.993,2182.463,2156.458,2173.651,4056015400
2014/1/21,2187.41,2197.923,2168.42,2168.42,4030624700
2014/1/22,2243.796,2244.133,2187.534,2190.432,7064137500
2014/1/23,2231.889,2248.924,2228.057,2242.245,5634595100
2014/1/24,2245.678,2257.355,2222.893,2225.758,6116767000
2014/1/27,2215.919,2233.231,2211.799,2233.015,7034424600
2014/1/28,2219.855,2233.257,2205.972,2220.785,5326913000
2014/1/29,2227.781,2233.057,2219.928,2225.711,5022271700
2014/1/30,2202.45,2223.163,2200.224,2223.163,4363230400
2014/2/7,2212.483,2212.498,2177.117,2187.343,5045931500
2014/2/10,2267.534,2270.194,2221.54,2221.54,8306571600
2014/2/11,2285.562,2296.516,2262.599,2267.735,9922982900
2014/2/12,2291.246,2294.317,2276.444,2286.187,7659216100
2014/2/13,2279.554,2307.474,2278.261,2288.451,9621778900
2014/2/14,2295.575,2295.852,2274.429,2278.4,6708299700
2014/2/17,2311.647,2315.579,2293.552,2308.791,8783166600
2014/2/18,2282.442,2310.309,2276.108,2310.309,8704974300
2014/2/19,2308.656,2317.42,2274.152,2280.927,9935256100
2014/2/20,2287.436,2331.698,2286.203,2314.088,10643953300
2014/2/21,2264.294,2287.869,2250.652,2284.03,7636899300
2014/2/24,2214.509,2246.715,2194.164,2246.715,8921593900
2014/2/25,2157.909,2225.209,2150.095,2216.515,9323755100
2014/2/26,2163.405,2164.698,2137.079,2147.737,7799329700
2014/2/27,2154.108,2180.063,2150.135,2170.81,9010429600
2014/2/28,2178.971,2180.474,2133.548,2149.446,7666805700
2014/3/3,2190.37,2194.224,2167.91,2173.907,8207231400
2014/3/4,2184.273,2188.601,2161.589,2183.858,7306925000
2014/3/5,2163.976,2189.093,2159.595,2187.352,6133201500
2014/3/6,2173.634,2181.427,2136.454,2159.397,6909376700
2014/3/7,2168.358,2189.39,2161.436,2170.043,6426517700
2014/3/10,2097.787,2149.676,2095.067,2149.676,7141640700
2014/3/11,2108.661,2118.79,2088.729,2092.608,5762124300
2014/3/12,2114.134,2130.586,2090.757,2102.801,7006974700
2014/3/13,2140.333,2149.436,2115.986,2119.547,6922602800
2014/3/14,2122.836,2140.384,2109.575,2129.87,5861773700
2014/3/17,2143.038,2143.196,2118.953,2132.793,5240944500
2014/3/18,2138.133,2152.462,2134.923,2146.124,5535413200
2014/3/19,2120.87,2131.283,2101.285,2131.283,5930390500
2014/3/20,2086.967,2134.792,2086.497,2116.185,6763128500
2014/3/21,2158.798,2163.225,2077.759,2079.871,10402480700
2014/3/24,2176.554,2186.731,2150.871,2161.898,10449198400
2014/3/25,2174.44,2191.491,2164.669,2170.78,8687751000
2014/3/26,2171.047,2186.078,2165.217,2181.231,5827617600
2014/3/27,2155.707,2186.893,2146.916,2168.344,7127513200
2014/3/28,2151.965,2172.668,2144.584,2154.515,7008607300
2014/3/31,2146.305,2165.254,2134.422,2156.054,5545748800
2014/4/1,2163.115,2170.095,2141.151,2143.717,4886640300
2014/4/2,2180.727,2182.683,2164.008,2166.067,6503925700
2014/4/3,2165.008,2196.138,2160.747,2188.642,7153603200
2014/4/4,2185.472,2186.154,2155.277,2157.982,4794588800
2014/4/8,2237.316,2243.97,2178.905,2179.92,9721911700
2014/4/9,2238.62,2246.793,2228.994,2239.791,6635726800
2014/4/10,2273.761,2290.742,2229.515,2241.452,11454540500
2014/4/11,2270.666,2281.105,2261.133,2269.565,9061589700
2014/4/14,2268.613,2275.83,2255.456,2267.943,6226499800
2014/4/15,2229.463,2261.474,2225.685,2261.411,6821813000
2014/4/16,2232.526,2245.315,2221.153,2223.468,5167801000
2014/4/17,2224.803,2241.622,2221.954,2238.779,4833362800
2014/4/18,2224.479,2228.77,2203.047,2215.879,5075799500
2014/4/21,2187.248,2231.707,2186.755,2209.942,5627828000
2014/4/22,2196.795,2196.849,2165.075,2184.017,5709469400
2014/4/23,2194.668,2205.594,2187.388,2191.231,4776353100
2014/4/24,2190.474,2209.454,2186.763,2192.769,4505891100
2014/4/25,2167.826,2201.712,2167.64,2195.815,6024538300
2014/4/28,2134.969,2171.385,2132.695,2165.773,6048518700
2014/4/29,2158.47,2159.379,2131.783,2134.413,4820493100
2014/4/30,2158.659,2164.175,2153.124,2158.762,4533462400
2014/5/5,2156.47,2161.703,2131.232,2152.59,4934407300
2014/5/6,2157.328,2173.618,2150.112,2151.388,4808651900
2014/5/7,2137.316,2153.723,2136.99,2151.472,4460747000
2014/5/8,2135.496,2168.206,2128.318,2132.036,4833245200
2014/5/9,2133.911,2141.559,2120.595,2138.84,4918113500
2014/5/12,2180.054,2184.332,2139.483,2150.313,8347256000
2014/5/13,2174.852,2185.046,2167.767,2180.059,6491251800
2014/5/14,2172.372,2184.221,2168.997,2175.094,4851420600
2014/5/15,2144.084,2171.453,2142.338,2169.278,4673403200
2014/5/16,2145.952,2150.5,2132.186,2143.926,4225319700
2014/5/19,2115.143,2139.362,2105.713,2139.362,4289360700
2014/5/20,2115.771,2131.567,2110.72,2124.708,3729968300
2014/5/21,2135.905,2136.1,2096.514,2106.762,3894604200
2014/5/22,2130.868,2160.909,2128.858,2134.087,4625273600
2014/5/23,2148.414,2148.583,2128.663,2130.775,3762310500
2014/5/26,2155.976,2165.421,2147.445,2161.892,3955065600
2014/5/27,2147.28,2160.027,2145.752,2154.395,3589717100
2014/5/28,2169.352,2171.172,2142.007,2147.467,5005626000
2014/5/29,2155.164,2178.092,2154.925,2171.26,4489155600
2014/5/30,2156.464,2166.907,2146.218,2156.381,4392386300
2014/6/3,2149.918,2168.995,2149.291,2157.64,4198295400
2014/6/4,2128.274,2149.452,2117.313,2149.407,4181724900
2014/6/5,2150.602,2150.93,2123.524,2126.607,3647742400
2014/6/6,2134.716,2149.783,2123.98,2149.214,3573805800
2014/6/9,2134.281,2153.903,2126.665,2128.225,3931106000
2014/6/10,2161.268,2161.526,2132.447,2138.671,5050790200
2014/6/11,2160.766,2163.61,2152.08,2156.151,4256371800
2014/6/12,2153.41,2160.988,2148.413,2156.761,4302584300
2014/6/13,2176.242,2183.645,2150.569,2150.987,5925287600
2014/6/16,2191.855,2196.343,2174.277,2176.438,6329687500
2014/6/17,2169.674,2185.681,2168.445,2185.681,4993366500
2014/6/18,2160.239,2172.549,2158.497,2169.252,4946389700
2014/6/19,2126.907,2166.407,2119.498,2161.426,5316264500
2014/6/20,2136.729,2137.034,2120.807,2124.963,4239371900
2014/6/23,2134.11,2147.227,2132.454,2137.926,4117925800
2014/6/24,2144.821,2145.213,2130.292,2131.686,4016435600
2014/6/25,2133.371,2141.726,2126.035,2141.726,3766610000
2014/6/26,2149.076,2151.114,2134.891,2135.156,4435116600
2014/6/27,2150.258,2159.526,2138.927,2146.374,5272289600
2014/6/30,2165.118,2168.221,2152.306,2152.306,5430418800
2014/7/1,2164.559,2171.15,2157.133,2169.199,5332310000
2014/7/2,2170.867,2171.51,2155.609,2163.998,5968550100
2014/7/3,2180.192,2184.964,2164.843,2169.003,6369069000
2014/7/4,2178.695,2183.798,2174.073,2180.445,5285110600
2014/7/7,2176.289,2186.202,2171.083,2178.546,5024233400
2014/7/8,2180.473,2180.778,2163.359,2174.828,5074359900
2014/7/9,2148.71,2178.51,2148.26,2178.135,6202204600
2014/7/10,2142.847,2151.774,2139.522,2146.601,5573249700
2014/7/11,2148.009,2154.735,2134.795,2136.317,6137427400
2014/7/14,2171.758,2171.902,2145.278,2149.542,6615886300
2014/7/15,2174.976,2176.272,2165.206,2170.089,7181569400
2014/7/16,2170.868,2183.248,2166.774,2172.824,8156023000
2014/7/17,2157.068,2166.932,2147.084,2166.831,5945356800
2014/7/18,2164.144,2176.325,2145.446,2147.663,6547329500
2014/7/21,2166.295,2171.94,2158.955,2164.223,5417226000
2014/7/22,2192.698,2197.592,2162.236,2162.436,7854258300
2014/7/23,2197.833,2210.282,2190.555,2191.394,8421387200
2014/7/24,2237.015,2239.815,2199.833,2199.833,11943553400
2014/7/25,2260.454,2260.89,2239.066,2243.067,9897283800
2014/7/28,2323.897,2331.472,2272.383,2272.383,17986933300
2014/7/29,2331.369,2342.77,2316.217,2326.038,13426964100
2014/7/30,2322.011,2339.038,2316.058,2324.69,12302283200
2014/7/31,2350.251,2350.551,2316.585,2321.967,11098776900
2014/8/1,2329.402,2371.5,2328.966,2341.227,12631739000
2014/8/4,2375.62,2375.62,2332.138,2336.63,11671375400
2014/8/5,2369.353,2380.774,2353.795,2376.797,11186178900
2014/8/6,2363.221,2371.667,2334.334,2358.206,11634182900
2014/8/7,2327.457,2369.204,2326.268,2363.608,11672921000
2014/8/8,2331.134,2339.27,2319.288,2329.184,8673969400
2014/8/11,2365.349,2367.004,2337.014,2338.008,9160117100
2014/8/12,2357.052,2361.17,2344.716,2361.17,9182260800
2014/8/13,2358.901,2370.513,2335.694,2358.459,11044778900
2014/8/14,2335.945,2363.18,2334.08,2357.198,9796949300
2014/8/15,2360.635,2366.902,2333.123,2337.985,9359254600
2014/8/18,2374.562,2379.804,2361.197,2366.272,10450955400
2014/8/19,2374.768,2379.474,2358.965,2378.886,11585002000
2014/8/20,2366.14,2375.475,2360.837,2371.649,10128808800
2014/8/21,2354.244,2367.46,2333.299,2365.731,10069021100
2014/8/22,2365.364,2368.457,2350.986,2352.316,8982393800
2014/8/25,2342.863,2367.606,2338.455,2367.019,9737371700
2014/8/26,2324.092,2350.391,2317.184,2339.6,9384422200
2014/8/27,2327.595,2336.737,2322.885,2323.79,6767622100
2014/8/28,2311.278,2336.363,2309.639,2328.059,7049065500
2014/8/29,2338.287,2338.774,2313.262,2317.304,6321142300
2014/9/1,2355.317,2355.552,2338.53,2340.925,7732087000
2014/9/2,2386.46,2387.655,2349.949,2359.862,11443673300
2014/9/3,2408.838,2414.26,2389.679,2389.694,12973420400
2014/9/4,2426.224,2427.297,2404.082,2411.934,11127229800
2014/9/5,2449.259,2450.634,2427.987,2433.174,13355176400
2014/9/9,2445.224,2454.893,2437.078,2452.227,11819434400
2014/9/10,2432.433,2437.081,2422.646,2435.593,10917551700
2014/9/11,2423.454,2461.473,2417.269,2430.678,13298258300
2014/9/12,2438.358,2438.358,2412.622,2418.752,10916017000
2014/9/15,2437.189,2439.254,2418.959,2433.001,12224715900
2014/9/16,2388.765,2442.924,2386.98,2440.339,18674279100
2014/9/17,2401.326,2405.371,2379.091,2395.361,12526902800
2014/9/18,2408.664,2414.946,2389.622,2396.379,11592637600
2014/9/19,2425.211,2430.149,2402.313,2409.313,10181357700
2014/9/22,2378.92,2419.326,2374.108,2419.326,10224087000
2014/9/23,2399.462,2402.482,2379.521,2379.521,8403334100
2014/9/24,2441.864,2443.978,2387.07,2391.419,14271353000
2014/9/25,2436.965,2462.668,2429.587,2453.423,13866189100
2014/9/26,2437.201,2439.649,2420.499,2430.808,10029949400
2014/9/29,2447.799,2453.665,2435.611,2443.91,12340172700
2014/9/30,2450.988,2454.885,2444.204,2452.166,11580422900
2014/10/8,2478.383,2478.383,2445.268,2460.87,12195360400
2014/10/9,2481.955,2488.113,2461.112,2480.197,13792392000
2014/10/10,2466.789,2482.136,2457.684,2472.096,14763430700
2014/10/13,2454.946,2460.389,2430.546,2457.412,13159336200
2014/10/14,2446.562,2467.904,2436.336,2451.094,12739370500
2014/10/15,2463.874,2465.498,2431.188,2444.538,13580188200
2014/10/16,2444.395,2480.3,2441.822,2448.968,15816660300
2014/10/17,2441.732,2456.105,2410.401,2443.222,13275998800
2014/10/20,2454.711,2456.621,2441.896,2448.453,9143540100
2014/10/21,2433.391,2459.255,2432.552,2453.406,9624191200
2014/10/22,2418.641,2447.467,2417.562,2434.886,8865619300
2014/10/23,2395.936,2424.662,2392.532,2415.44,10349183900
2014/10/24,2390.706,2404.993,2385.725,2397.848,7497486900
2014/10/27,2368.832,2377.542,2361.68,2377.542,7386244700
