,collections,counts
810,002344,625
811,002345,625
812,002346,625
813,002347,625
814,002348,625
815,002349,625
816,002350,625
817,002351,625
818,002352,625
819,002353,625
820,002354,625
821,002355,625
822,002356,625
823,002357,625
824,002358,625
825,002359,625
826,002360,625
827,002361,625
828,002362,625
829,002363,625
830,002364,625
831,002365,625
832,002366,625
833,002367,625
834,002368,625
835,002369,625
836,002370,625
837,002371,625
838,002372,625
839,002373,625
840,002374,625
841,002375,625
842,002376,625
843,002377,625
844,002378,625
845,002379,625
846,002380,625
847,002381,625
848,002382,625
849,002383,625
850,002384,625
851,002385,625
852,002386,625
853,002387,625
854,002388,625
855,002389,625
856,002390,625
857,002391,625
858,002392,625
859,002393,625
860,002394,625
861,002395,625
862,002396,625
863,002397,625
864,002398,625
865,002399,625
866,002400,625
867,002401,625
868,002402,625
869,002403,625
870,002404,625
871,002405,625
872,002406,625
873,002407,625
874,002408,625
875,002409,625
876,002410,625
877,002411,625
878,002412,625
879,002413,625
880,002414,625
881,002415,625
882,002416,625
883,002417,625
884,002418,625
885,002419,625
886,002420,625
887,002421,625
888,002422,625
889,002423,625
890,002424,625
891,002425,625
892,002426,625
893,002427,625
894,002428,625
895,002429,625
896,002430,625
897,002431,625
898,002432,625
899,002433,625
900,002434,625
901,002435,625
902,002436,625
903,002437,625
904,002438,625
905,002439,625
906,002440,625
907,002441,625
908,002442,625
909,002443,625
910,002444,625
911,002445,625
912,002446,625
913,002447,625
914,002448,625
915,002449,625
916,002450,625
917,002451,625
918,002452,625
919,002453,625
920,002454,625
921,002455,625
922,002456,625
923,002457,625
924,002458,625
925,002459,625
926,002460,625
927,002461,625
928,002462,625
929,002463,625
930,002464,625
931,002465,625
932,002466,625
933,002467,625
934,002468,625
935,002469,625
936,002470,625
937,002471,625
938,002472,625
939,002473,625
940,002474,625
941,002475,625
942,002476,625
943,002477,625
944,002478,625
945,002479,625
946,002480,625
947,002481,625
948,002482,625
949,002483,625
950,002484,625
951,002485,625
952,002486,625
953,002487,625
954,002488,625
955,002489,625
956,002490,625
957,002491,625
958,002492,625
959,002493,625
960,002494,625
961,002495,625
962,002496,625
963,002497,625
964,002498,625
965,002499,625
966,002500,625
967,002501,625
968,002502,625
969,002503,625
970,002504,625
971,002505,625
972,002506,625
973,002507,625
974,002508,625
975,002509,625
976,002510,625
977,002511,625
978,002512,625
979,002513,625
980,002514,625
981,002515,625
982,002516,625
983,002517,625
984,002518,625
985,002519,625
986,002520,625
987,002521,625
988,002522,625
989,002523,625
990,002524,625
991,002526,625
992,002527,625
993,002528,625
994,002529,625
995,002530,625
996,002531,625
997,002532,625
998,002533,625
999,002534,625
1000,002535,625
1001,002536,625
1002,002537,625
1003,002538,625
1004,002539,625
1005,002540,625
1006,002541,625
1007,002542,625
1008,002543,625
1009,002544,625
1010,002545,625
1011,002546,625
1012,002547,625
1013,002548,625
1014,002549,625
1015,002550,625
1016,002551,625
1017,002552,625
1018,002553,625
1019,002554,625
1020,002555,625
1021,002556,625
1022,002557,625
1023,002558,625
1024,002559,625
1025,002560,625
1026,002561,625
1027,002562,625
1028,002563,625
1029,002564,625
1030,002565,625
1031,002566,625
1032,002567,625
1033,002568,625
1034,002569,625
1035,002570,625
1036,002571,625
1037,002572,625
1038,002573,625
1039,002574,625
1040,002575,625
1041,002576,625
1042,002577,625
1043,002578,625
1044,002579,625
1045,002580,625
1046,002581,625
1047,002582,625
1048,002583,625
1049,002584,625
1050,002585,625
1051,002586,625
1052,002587,625
1053,002588,625
1054,002589,625
1055,002590,625
1056,002591,625
1057,002592,625
1058,002593,625
1059,002594,625
1060,002595,625
1061,002596,625
1062,002597,625
1063,002598,625
1064,002599,625
1065,002600,625
1066,002601,625
1067,002602,625
1068,002603,625
1069,002604,625
1070,002605,625
1071,002606,625
1072,002607,625
1073,002608,625
1074,002609,625
1075,002610,625
1076,002611,625
1077,002612,625
1078,002613,625
1079,002614,625
1080,002615,625
1081,002616,625
1082,002617,625
1083,002618,625
1084,002619,625
1085,002620,625
1086,002621,625
1087,002622,625
1088,002623,625
1089,002624,625
1090,002625,625
1091,002626,625
1092,002627,625
1093,002628,625
1094,002629,625
1095,002630,625
1096,002631,625
1097,002632,625
1098,002633,625
1099,002634,625
1100,002635,625
1101,002636,625
1102,002637,625
1103,002638,625
1104,002639,625
1105,002640,625
1106,002641,625
1107,002642,625
1108,002643,625
1109,002644,625
1110,002645,625
1111,002646,625
1112,002647,625
1113,002648,625
1114,002649,625
1115,002650,625
1116,002651,625
1117,002652,625
1118,002653,625
1119,002654,625
1120,002655,625
1121,002656,625
1122,002657,625
1123,002658,625
1124,002659,625
1125,002660,625
1126,002661,625
1127,002662,625
1128,002663,625
1129,002664,625
1130,002665,625
1131,002666,625
1132,002667,625
1133,002668,625
1134,002669,625
1135,002670,625
1136,002671,625
1137,002672,625
1138,002673,625
1139,002674,625
1140,002675,625
1141,002676,625
1142,002677,625
1143,002678,625
1144,002679,625
1145,002680,625
1146,002681,625
1147,002682,625
1148,002683,625
1149,002684,625
1150,002685,625
1151,002686,625
1152,002687,625
1153,002688,625
1154,002689,625
1155,002690,625
1156,002691,625
1157,002692,625
1158,002693,625
1159,002694,625
1160,002695,625
1161,002696,625
1162,002697,625
1163,002698,625
1164,002699,625
1165,002700,625
1166,002701,625
1167,002702,625
1168,002703,625
1169,002705,374
1170,002706,374
1171,002707,372
1172,002708,374
1173,002709,372
1174,002711,370
1175,002712,372
1176,002713,358
1177,002714,369
1178,002715,358
1179,002716,369
1180,002717,358
1181,002718,369
1182,002719,369
1183,002721,370
1184,002722,369
1185,002723,368
1186,002724,184
1187,002725,368
1188,002726,271
1189,002727,267
1190,002728,246
1191,002729,216
1192,002730,202
1193,002731,184
1194,002732,161
1195,002733,163
1196,002734,126
1197,002735,163
1198,002736,145
1199,002737,144
1200,002738,144
1201,002739,129
1202,002740,129
1203,002741,112
1204,002742,111
1205,002743,111
1206,002745,111
1207,002746,112
1208,002747,93
1209,002748,94
1210,002749,93
1211,002750,91
1212,002751,69
1213,002752,71
1214,200011,625
1215,200012,625
1216,200016,625
1217,200017,625
1218,200018,625
1219,200019,625
1220,200020,625
1221,200022,625
1222,200024,625
1223,200025,625
1224,200026,625
1225,200028,625
1226,200029,625
1227,200030,625
1228,200037,625
1229,200045,625
1230,200053,625
1231,200054,625
1232,200055,625
1233,200056,625
1234,200058,625
1235,200152,625
1236,200160,625
1237,200168,625
1238,200413,625
1239,200418,625
1240,200429,625
1241,200468,625
1242,200488,625
1243,200505,625
1244,200512,625
1245,200521,625
1246,200530,625
1247,200539,625
1248,200541,625
1249,200550,625
1250,200553,625
1251,200570,625
1252,200581,625
1253,200596,625
1254,200613,625
1255,200625,625
1256,200706,625
1257,200725,625
1258,200726,625
1259,200761,625
1260,200770,607
1261,200771,625
1262,200869,625
1263,200986,625
1264,200992,625
1265,300001,625
1266,300002,625
1267,300003,625
1268,300004,625
1269,300005,625
1270,300006,625
1271,300007,625
1272,300008,625
1273,300009,625
1274,300010,625
1275,300011,625
1276,300012,625
1277,300013,625
1278,300014,625
1279,300015,625
1280,300016,625
1281,300017,625
1282,300018,625
1283,300019,625
1284,300020,625
1285,300021,625
1286,300022,625
1287,300023,625
1288,300024,625
1289,300025,625
1290,300026,625
1291,300027,625
1292,300028,625
1293,300029,625
1294,300030,625
1295,300031,625
1296,300032,625
1297,300033,625
1298,300034,625
1299,300035,625
1300,300036,625
1301,300037,625
1302,300038,625
1303,300039,625
1304,300040,625
1305,300041,625
1306,300042,625
1307,300043,625
1308,300044,625
1309,300045,625
1310,300046,625
1311,300047,625
1312,300048,625
1313,300049,625
1314,300050,625
1315,300051,625
1316,300052,625
1317,300053,625
1318,300054,625
1319,300055,625
1320,300056,625
1321,300057,625
1322,300058,625
1323,300059,625
1324,300061,625
1325,300062,625
1326,300063,625
1327,300064,625
1328,300065,625
1329,300066,625
1330,300067,625
1331,300068,625
1332,300069,625
1333,300070,625
1334,300071,625
1335,300072,625
1336,300073,625
1337,300074,625
1338,300075,625
1339,300076,625
1340,300077,625
1341,300078,625
1342,300079,625
1343,300080,625
1344,300081,625
1345,300082,625
1346,300083,625
1347,300084,625
1348,300085,625
1349,300086,625
1350,300087,625
1351,300088,625
1352,300089,625
1353,300090,625
1354,300091,625
1355,300092,625
1356,300093,625
1357,300094,625
1358,300095,625
1359,300096,625
1360,300097,625
1361,300098,625
1362,300099,625
1363,300100,625
1364,300101,625
1365,300102,625
1366,300103,625
1367,300104,625
1368,300105,625
1369,300106,625
1370,300107,625
1371,300108,625
1372,300109,625
1373,300110,625
1374,300111,625
1375,300112,625
1376,300113,625
1377,300114,625
1378,300115,625
1379,300116,625
1380,300117,625
1381,300118,625
1382,300119,625
1383,300120,625
1384,300121,625
1385,300122,625
1386,300123,625
1387,300124,625
1388,300125,625
1389,300126,625
1390,300127,625
1391,300128,625
1392,300129,625
1393,300130,625
1394,300131,625
1395,300132,625
1396,300133,625
1397,300134,625
1398,300135,625
1399,300136,625
1400,300137,625
1401,300138,625
1402,300139,625
1403,300140,625
1404,300141,625
1405,300142,625
1406,300143,625
1407,300144,625
1408,300145,625
1409,300146,625
1410,300147,625
1411,300148,625
1412,300149,625
1413,300150,625
1414,300151,625
1415,300152,625
1416,300153,625
1417,300154,625
1418,300155,625
1419,300156,625
1420,300157,625
1421,300158,625
1422,300159,625
1423,300160,625
1424,300161,625
1425,300162,625
1426,300163,625
1427,300164,625
1428,300165,625
1429,300166,625
1430,300167,625
1431,300168,625
1432,300169,625
1433,300170,625
1434,300171,625
1435,300172,625
1436,300173,625
1437,300174,625
1438,300175,625
1439,300176,625
1440,300177,625
1441,300178,625
1442,300179,625
1443,300180,625
1444,300181,625
1445,300182,625
1446,300183,625
1447,300184,625
1448,300185,625
1449,300186,625
1450,300187,625
1451,300188,625
1452,300189,625
1453,300190,625
1454,300191,625
1455,300192,625
1456,300193,625
1457,300194,625
1458,300195,625
1459,300196,625
1460,300197,625
1461,300198,625
1462,300199,625
1463,300200,625
1464,300201,625
1465,300202,625
1466,300203,625
1467,300204,625
1468,300205,625
1469,300206,625
1470,300207,625
1471,300208,625
1472,300209,625
1473,300210,625
1474,300211,625
1475,300212,625
1476,300213,625
1477,300214,625
1478,300215,625
1479,300216,625
1480,300217,625
1481,300218,625
1482,300219,625
1483,300220,625
1484,300221,625
1485,300222,625
1486,300223,625
1487,300224,625
1488,300225,625
1489,300226,625
1490,300227,625
1491,300228,625
1492,300229,625
1493,300230,625
1494,300231,625
1495,300232,625
1496,300233,625
1497,300234,625
1498,300235,625
1499,300236,625
1500,300237,625
1501,300238,625
1502,300239,625
1503,300240,625
1504,300241,625
1505,300242,625
1506,300243,625
1507,300244,625
1508,300245,625
1509,300246,625
1510,300247,625
1511,300248,625
1512,300249,625
1513,300250,625
1514,300251,625
1515,300252,625
1516,300253,625
1517,300254,625
1518,300255,625
1519,300256,625
1520,300257,625
1521,300258,625
1522,300259,625
1523,300260,625
1524,300261,625
1525,300262,625
1526,300263,625
1527,300264,625
1528,300265,625
1529,300266,625
1530,300267,625
1531,300268,625
1532,300269,625
1533,300270,625
1534,300271,625
1535,300272,625
1536,300273,625
1537,300274,625
1538,300275,625
1539,300276,625
1540,300277,625
1541,300278,625
1542,300279,625
1543,300280,625
1544,300281,625
1545,300282,625
1546,300283,625
1547,300284,625
1548,300285,625
1549,300286,625
1550,300287,625
1551,300288,625
1552,300289,625
1553,300290,625
1554,300291,625
1555,300292,625
1556,300293,625
1557,300294,625
1558,300295,625
1559,300296,625
1560,300297,625
1561,300298,625
1562,300299,625
1563,300300,625
1564,300301,625
1565,300302,625
1566,300303,625
1567,300304,625
1568,300305,625
1569,300306,625
1570,300307,625
1571,300308,625
1572,300309,625
1573,300310,625
1574,300311,625
1575,300312,625
1576,300313,625
1577,300314,625
1578,300315,625
1579,300316,625
1580,300317,625
1581,300318,625
1582,300319,625
1583,300320,625
1584,300321,625
1585,300322,625
1586,300323,625
1587,300324,625
1588,300325,625
1589,300326,625
1590,300327,625
1591,300328,625
1592,300329,625
1593,300330,625
1594,300331,625
1595,300332,625
1596,300333,625
1597,300334,625
1598,300335,625
1599,300336,625
1600,300337,625
1601,300338,625
1602,300339,625
1603,300340,625
1604,300341,625
1605,300342,625
1606,300343,625
1607,300344,625
1608,300345,625
1609,300346,625
1610,300347,625
1611,300348,625
1612,300349,625
1613,300350,625
1614,300351,625
1615,300352,625
1616,300353,625
1617,300354,625
1618,300355,625
1619,300356,625
1620,300357,374
1621,300358,374
1622,300359,374
1623,300360,374
1624,300362,374
1625,300363,368
1626,300364,130
1627,300365,372
1628,300366,370
1629,300367,368
1630,300368,372
1631,300369,368
1632,300370,372
1633,300371,372
1634,300372,370
1635,300373,372
1636,300374,94
1637,300375,370
1638,300376,370
1639,300377,370
1640,300378,370
1641,300379,369
1642,300380,369
1643,300381,369
1644,300382,368
1645,300383,368
1646,300384,245
1647,300385,271
1648,300386,271
1649,300387,267
1650,300388,245
1651,300389,245
1652,300390,246
1653,300391,245
1654,300392,218
1655,300393,216
1656,300394,111
1657,300395,218
1658,300396,218
1659,300397,218
1660,300398,202
1661,300399,202
1662,300400,201
1663,300401,202
1664,300402,201
1665,300403,187
1666,300404,69
1667,300405,187
1668,300406,187
1669,300407,163
1670,300408,163
1671,300409,163
1672,300410,143
1673,300411,143
1674,300412,143
1675,300413,130
1676,300414,57
1677,300415,128
1678,300416,129
1679,300417,128
1680,300418,130
1681,300419,129
1682,300420,111
1683,300421,111
1684,300422,111
1685,300423,111
1686,300424,71
1687,300425,112
1688,300426,111
1689,300427,111
1690,300428,94
1691,300429,91
1692,300430,94
1693,300431,91
1694,300432,94
1695,300433,95
1696,300434,69
1697,300435,89
1698,300436,71
1699,300437,70
1700,300438,69
1701,300439,71
1702,300440,70
1703,300441,70
1704,300442,69
1705,300443,71
1706,300444,70
1707,300445,69
1708,300446,70
1709,300447,71
1710,300448,69
1711,300449,71
1712,600000,625
1713,600004,625
1714,600005,625
1715,600006,625
1716,600007,625
1717,600008,625
1718,600009,625
1719,600010,625
1720,600011,625
1721,600012,625
1722,600015,625
1723,600016,625
1724,600017,625
1725,600018,625
1726,600019,625
1727,600020,625
1728,600021,625
1729,600022,625
1730,600023,396
1731,600026,625
1732,600027,625
1733,600028,625
1734,600029,625
1735,600030,625
1736,600031,625
1737,600033,625
1738,600035,625
1739,600036,625
1740,600037,625
1741,600038,625
1742,600039,625
1743,600048,625
1744,600050,625
1745,600051,625
1746,600052,625
1747,600053,625
1748,600054,625
1749,600055,625
1750,600056,625
1751,600057,625
1752,600058,625
1753,600059,625
1754,600060,625
1755,600061,625
1756,600062,625
1757,600063,625
1758,600064,625
1759,600066,625
1760,600067,625
1761,600068,625
1762,600069,625
1763,600070,625
1764,600071,625
1765,600072,625
1766,600073,625
1767,600074,625
1768,600075,625
1769,600076,625
1770,600077,625
1771,600078,625
1772,600079,625
1773,600080,625
1774,600081,625
1775,600082,625
1776,600083,625
1777,600084,625
1778,600085,625
1779,600086,625
1780,600088,625
1781,600089,625
1782,600090,625
1783,600091,625
1784,600093,625
1785,600094,625
1786,600095,625
1787,600096,625
1788,600097,625
1789,600098,625
1790,600099,625
1791,600100,625
1792,600101,625
1793,600103,625
1794,600104,625
1795,600105,625
1796,600106,625
1797,600107,625
1798,600108,625
1799,600109,625
1800,600110,625
1801,600111,625
1802,600112,625
1803,600113,625
1804,600114,625
1805,600115,625
1806,600116,625
1807,600117,625
1808,600118,625
1809,600119,625
1810,600120,625
1811,600121,625
1812,600122,625
1813,600123,625
1814,600125,625
1815,600126,625
1816,600127,625
1817,600128,625
1818,600129,625
1819,600130,625
1820,600131,625
1821,600132,625
1822,600133,625
1823,600135,625
1824,600136,625
1825,600137,625
1826,600138,625
1827,600139,625
1828,600141,625
1829,600143,625
1830,600145,625
1831,600146,625
1832,600148,625
1833,600149,625
1834,600150,625
1835,600151,625
1836,600152,625
1837,600153,625
1838,600155,625
1839,600156,625
1840,600157,625
1841,600158,625
1842,600159,625
1843,600160,625
1844,600161,625
1845,600162,625
1846,600163,625
1847,600165,625
1848,600166,625
1849,600167,625
1850,600168,625
1851,600169,625
1852,600170,625
1853,600171,625
1854,600172,625
1855,600173,625
1856,600175,625
1857,600176,625
1858,600177,625
1859,600178,625
1860,600179,625
1861,600180,625
1862,600182,625
1863,600183,625
1864,600184,625
1865,600185,625
1866,600186,625
1867,600187,625
1868,600188,625
1869,600189,625
1870,600190,625
1871,600191,625
1872,600192,625
